chr1	   564465	   564472	+	  8	  405	0.67	  8	  -0.83	 0.20	0.40
chr1	   564553	   564555	+	  2	   30	0.53	  3	  -0.07	 1.00	0.00
chr1	   565368	   565404	+	 21	  696	0.16	 37	  -7.09	-2.02	0.08
chr1	   565516	   565550	+	  7	  459	0.44	 35	  12.60	 0.06	0.31
chr1	   565593	   565599	+	  4	  251	0.70	  7	  -0.83	 0.64	0.32
chr1	   565653	   565698	+	 19	  506	0.20	 46	   3.92	-1.84	0.10
chr1	   566853	   566875	+	  5	  231	0.69	 23	  -8.39	 0.54	0.37
chr1	   567128	   567128	+	  1	   12	1.00	  1	   0.00	 2.00	1.00
chr1	   568138	   568207	+	 17	  509	0.20	 70	 -12.06	-1.74	0.08
chr1	   568259	   568266	+	  3	   45	0.44	  8	  -0.12	 0.45	0.02
chr1	   568911	   568977	+	 36	 2814	0.14	 67	  -4.97	-2.45	0.14
chr1	   569095	   569103	+	  4	   60	0.30	  9	   0.08	 0.02	0.01
chr1	   569160	   569177	+	  3	   64	0.62	 18	  -5.41	 0.68	0.17
chr1	   569271	   569271	+	  1	   17	1.00	  1	   0.00	 2.00	1.00
chr1	   569455	   569455	+	  1	   21	1.00	  1	   0.00	 2.00	1.00
chr1	   569499	   569499	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
chr1	   569559	   569576	+	  3	   36	0.36	 18	  -2.53	 0.42	0.00
chr1	   569625	   569625	+	  1	   15	1.00	  1	   0.00	 2.00	1.00
chr1	   569755	   569759	+	  4	  140	0.58	  5	   0.79	 0.42	0.21
chr1	   569896	   569932	+	  2	   37	0.70	 37	   7.30	 1.12	0.12
chr1	   569990	   569990	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	   570098	   570099	+	  2	   93	0.68	  2	   0.18	 1.09	0.09
chr1	   948877	   948877	+	  1	   12	1.00	  1	   0.00	 2.00	1.00
chr1	  1326916	  1326916	+	  1	   15	1.00	  1	   0.00	 2.00	1.00
chr1	  1447542	  1447545	+	  2	   56	0.64	  4	  -0.43	 1.06	0.06
chr1	  2159472	  2159473	+	  2	   73	0.84	  2	  -0.34	 1.36	0.36
chr1	  2323269	  2323293	+	  7	  119	0.25	 25	  -1.45	-0.72	0.03
chr1	  3569080	  3569080	+	  1	   30	1.00	  1	   0.00	 2.00	1.00
chr1	  6086346	  6086433	+	 12	  418	0.25	 88	   5.55	-1.02	0.16
chr1	  6640054	  6640054	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	  6845514	  6845525	+	  3	   50	0.52	 12	  -0.78	 0.53	0.07
chr1	  7831356	  7831392	+	  2	   31	0.55	 37	   1.74	 1.01	0.01
chr1	  8021723	  8021777	+	 17	  323	0.13	 55	   3.12	-1.94	0.04
chr1	  8640756	  8640756	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
chr1	  8810469	  8810472	+	  4	  106	0.50	  4	  -0.51	 0.32	0.16
chr1	  8953470	  8953470	+	  1	   18	1.00	  1	   0.00	 2.00	1.00
chr1	  9599548	  9599548	+	  1	   16	1.00	  1	   0.00	 2.00	1.00
chr1	  9634845	  9634846	+	  2	   91	0.87	  2	  -0.37	 1.44	0.44
chr1	  9711789	  9711804	+	  5	  134	0.48	 16	  -0.75	 0.02	0.15
chr1	  9912852	  9912852	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 10093016	 10093016	+	  1	   13	1.00	  1	   0.00	 2.00	1.00
chr1	 10459091	 10459130	+	 12	  489	0.26	 40	  11.30	-1.07	0.14
chr1	 10480472	 10480472	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 10535007	 10535011	+	  2	   29	0.59	  5	   0.34	 1.02	0.02
chr1	 10738541	 10738541	+	  1	   33	1.00	  1	   0.00	 2.00	1.00
chr1	 11072708	 11072743	+	 10	  216	0.18	 36	  -7.90	-1.19	0.04
chr1	 11796193	 11796199	+	  3	   49	0.39	  7	  -1.14	 0.44	0.02
chr1	 11826840	 11826840	+	  1	   17	1.00	  1	   0.00	 2.00	1.00
chr1	 11845223	 11845223	+	  1	   16	1.00	  1	   0.00	 2.00	1.00
chr1	 11968207	 11968211	+	  3	   67	0.64	  5	   0.06	 0.70	0.18
chr1	 12040501	 12040504	+	  3	   70	0.47	  4	   0.21	 0.47	0.04
chr1	 12079558	 12079558	+	  1	   15	1.00	  1	   0.00	 2.00	1.00
chr1	 12227042	 12227048	+	  2	   45	0.62	  7	   0.73	 1.04	0.04
chr1	 12243802	 12243812	+	 11	  253	0.19	 11	  -0.02	-1.32	0.04
chr1	 14075931	 14075933	+	  3	   38	0.39	  3	  -0.03	 0.43	0.01
chr1	 15736391	 15736423	+	  6	   77	0.23	 33	   7.18	-0.56	0.01
chr1	 15912040	 15912044	+	  2	   23	0.57	  5	   0.26	 1.01	0.01
chr1	 15931023	 15931045	+	  5	   86	0.34	 23	   6.24	-0.23	0.04
chr1	 15943953	 15943953	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
chr1	 16010815	 16010815	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 16693728	 16693740	+	  8	  127	0.21	 13	   2.20	-0.92	0.03
chr1	 16767219	 16767240	+	  3	   39	0.41	 22	   3.35	 0.43	0.01
chr1	 17222475	 17222478	+	  3	  536	0.50	  4	  -0.45	 0.75	0.21
chr1	 17231694	 17231694	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 17996756	 17996759	+	  2	   43	0.53	  4	  -0.10	 1.00	0.00
chr1	 18186616	 18186616	+	  1	   23	1.00	  1	   0.00	 2.00	1.00
chr1	 19533188	 19533188	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
chr1	 19578289	 19578299	+	  3	   50	0.54	 11	   1.00	 0.55	0.09
chr1	 19638820	 19638821	+	  2	   70	0.77	  2	  -0.27	 1.22	0.22
chr1	 19923473	 19923515	+	 12	  187	0.18	 43	   2.66	-1.42	0.04
chr1	 19934571	 19934591	+	 11	  249	0.25	 21	  -4.06	-1.26	0.06
chr1	 20053495	 20053495	+	  1	   12	1.00	  1	   0.00	 2.00	1.00
chr1	 20738009	 20738009	+	  1	   27	1.00	  1	   0.00	 2.00	1.00
chr1	 20931398	 20931398	+	  1	   19	1.00	  1	   0.00	 2.00	1.00
chr1	 22077476	 22077479	+	  3	   73	0.42	  4	  -0.46	 0.46	0.03
chr1	 22234544	 22234557	+	  6	  410	0.39	 14	  -0.53	-0.15	0.17
chr1	 22379164	 22379213	+	 23	  762	0.21	 50	   9.17	-1.90	0.14
chr1	 22418307	 22418310	+	  4	   99	0.62	  4	  -0.19	 0.44	0.22
chr1	 22778344	 22778344	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 23345960	 23345992	+	  5	   88	0.31	 33	  -3.76	-0.20	0.05
chr1	 24018271	 24018301	+	 16	 2953	0.55	 31	   9.45	-0.48	0.38
chr1	 24069961	 24069962	+	  2	   30	0.50	  2	   0.00	 1.00	0.00
chr1	 24104908	 24104909	+	  2	   38	0.74	  2	  -0.24	 1.17	0.17
chr1	 24117675	 24117675	+	  1	   14	1.00	  1	   0.00	 2.00	1.00
chr1	 24286308	 24286321	+	 10	  316	0.45	 14	   2.18	-0.68	0.19
chr1	 24742292	 24742292	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 24969763	 24969797	+	 17	  390	0.17	 35	   5.96	-1.82	0.06
chr1	 25071938	 25071939	+	  2	   57	0.82	  2	  -0.32	 1.33	0.33
chr1	 25664799	 25664828	+	 11	  312	0.36	 30	   5.40	-1.03	0.12
chr1	 26126679	 26126712	+	  7	  135	0.33	 34	  -4.27	-0.62	0.07
chr1	 26496399	 26496418	+	  2	   49	0.61	 20	   2.13	 1.04	0.04
chr1	 26560691	 26560691	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
chr1	 26606539	 26606593	+	 41	 1531	0.17	 55	   7.54	-2.61	0.14
chr1	 26644449	 26644450	+	  2	   82	0.85	  2	  -0.35	 1.40	0.40
chr1	 26798931	 26799005	+	 16	  764	0.47	 75	  22.23	-0.85	0.29
chr1	 26801754	 26801754	+	  1	   16	1.00	  1	   0.00	 2.00	1.00
chr1	 26856252	 26856252	+	  1	   13	1.00	  1	   0.00	 2.00	1.00
chr1	 26872336	 26872336	+	  1	   12	1.00	  1	   0.00	 2.00	1.00
chr1	 27248213	 27248266	+	 23	  462	0.14	 54	  -2.23	-2.29	0.05
chr1	 27651939	 27651939	+	  1	   10	1.00	  1	   0.00	 2.00	1.00
chr1	 28099730	 28099730	+	  1	   11	1.00	  1	   0.00	 2.00	1.00
