chr1	   564461	   564471	+	  10	   929	0.68	  11	   1.17	 0.17	0.45
chr1	   564553	   564556	+	   3	    48	0.50	   4	  -0.25	 0.50	0.05
chr1	   564599	   564603	+	   2	    32	0.69	   5	   0.75	 1.10	0.10
chr1	   565014	   565016	+	   3	    50	0.44	   3	   0.12	 0.47	0.03
chr1	   565290	   565290	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
chr1	   565365	   565421	+	  27	  1043	0.20	  57	 -14.57	-1.99	0.16
chr1	   565515	   565599	+	  27	  2802	0.27	  85	  10.82	-1.26	0.31
chr1	   565644	   565707	+	  14	   324	0.26	  64	   1.13	-1.45	0.09
chr1	   565826	   565826	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	   565904	   565904	+	   1	    38	1.00	   1	   0.00	 2.00	1.00
chr1	   566533	   566538	+	   2	    46	0.54	   6	   0.22	 1.01	0.01
chr1	   566583	   566583	+	   1	    15	1.00	   1	   0.00	 2.00	1.00
chr1	   566731	   566737	+	   4	   123	0.50	   7	  -1.72	 0.29	0.14
chr1	   566827	   566937	+	  28	  2217	0.45	 111	 -16.99	-1.12	0.35
chr1	   567125	   567128	+	   3	   211	0.55	   4	   0.72	 0.58	0.11
chr1	   567192	   567242	+	   5	   127	0.46	  51	 -13.78	-0.02	0.13
chr1	   567499	   567586	+	  28	   730	0.11	  88	  20.83	-2.50	0.06
chr1	   567660	   567663	+	   3	    55	0.55	   4	  -0.39	 0.56	0.09
chr1	   568079	   568079	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	   568135	   568266	+	  58	  5738	0.11	 132	 -30.99	-2.93	0.16
chr1	   568315	   568331	+	   8	   132	0.17	  17	   1.84	-0.97	0.01
chr1	   568471	   568471	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
chr1	   568903	   569103	+	  91	 12698	0.17	 201	 -56.05	-3.04	0.23
chr1	   569156	   569179	+	  18	   835	0.48	  24	  -4.14	-0.94	0.29
chr1	   569236	   569276	+	  13	   688	0.33	  41	  12.47	-0.88	0.22
