chr1	   564467	   564470	+	   2	   154	0.83	   4	  -0.99	 1.34	0.34
chr1	   565371	   565374	+	   3	    50	0.50	   4	  -0.40	 0.51	0.06
chr1	   565547	   565549	+	   3	   159	0.48	   3	  -0.33	 0.65	0.15
chr1	   565594	   565599	+	   3	   163	0.69	   6	  -1.10	 0.81	0.25
chr1	   566538	   566538	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	   566853	   566875	+	   4	   403	0.65	  23	  -8.57	 0.60	0.30
chr1	   566935	   566935	+	   1	    19	1.00	   1	   0.00	 2.00	1.00
chr1	   567125	   567128	+	   4	    97	0.49	   4	   0.63	 0.26	0.13
chr1	   567203	   567203	+	   1	    14	1.00	   1	   0.00	 2.00	1.00
chr1	   567499	   567499	+	   1	    19	1.00	   1	   0.00	 2.00	1.00
chr1	   567580	   567580	+	   1	    19	1.00	   1	   0.00	 2.00	1.00
chr1	   567660	   567662	+	   2	    25	0.52	   3	  -0.04	 1.00	0.00
chr1	   568138	   568207	+	  17	   677	0.20	  70	 -13.53	-1.69	0.10
chr1	   568266	   568266	+	   1	    36	1.00	   1	   0.00	 2.00	1.00
chr1	   568912	   568969	+	  24	  1118	0.15	  58	  -6.07	-2.02	0.12
chr1	   569099	   569099	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	   569160	   569160	+	   1	    23	1.00	   1	   0.00	 2.00	1.00
chr1	   569268	   569272	+	   4	   181	0.43	   5	   0.92	 0.30	0.15
chr1	   569455	   569455	+	   1	    13	1.00	   1	   0.00	 2.00	1.00
chr1	   569559	   569576	+	   2	    28	0.57	  18	   1.21	 1.01	0.01
chr1	   569755	   569778	+	   7	   684	0.44	  24	  -8.12	-0.01	0.28
chr1	   569893	   569932	+	   3	    54	0.35	  40	  -6.15	 0.42	0.00
chr1	   569990	   569990	+	   1	    55	1.00	   1	   0.00	 2.00	1.00
chr1	   570097	   570107	+	   5	   439	0.60	  11	  -2.75	 0.56	0.38
chr1	   570179	   570179	+	   1	    15	1.00	   1	   0.00	 2.00	1.00
chr1	   948873	   948877	+	   2	    37	0.68	   5	   0.70	 1.09	0.09
chr1	   955500	   955500	+	   1	    40	1.00	   1	   0.00	 2.00	1.00
chr1	   978752	   978752	+	   1	    11	1.00	   1	   0.00	 2.00	1.00
chr1	  1260182	  1260182	+	   1	    18	1.00	   1	   0.00	 2.00	1.00
chr1	  1341902	  1341903	+	   2	    99	0.63	   2	   0.13	 1.05	0.05
chr1	  1355493	  1355494	+	   2	    37	0.68	   2	   0.18	 1.09	0.09
chr1	  1447542	  1447551	+	   2	    21	0.52	  10	  -0.21	 1.00	0.00
chr1	  2159470	  2159472	+	   2	    81	0.85	   3	   0.70	 1.39	0.39
chr1	  2323266	  2323301	+	  18	   334	0.17	  36	  -2.26	-1.97	0.05
chr1	  2706463	  2706464	+	   2	    38	0.74	   2	   0.24	 1.17	0.17
chr1	  3134285	  3134285	+	   1	    22	1.00	   1	   0.00	 2.00	1.00
chr1	  3357855	  3357858	+	   3	    77	0.66	   4	   0.85	 0.74	0.21
chr1	  3694255	  3694255	+	   1	    14	1.00	   1	   0.00	 2.00	1.00
chr1	  4538194	  4538194	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
chr1	  5996452	  5996458	+	   4	    61	0.36	   7	  -0.38	 0.05	0.02
chr1	  6550076	  6550076	+	   1	    19	1.00	   1	   0.00	 2.00	1.00
chr1	  6663204	  6663209	+	   2	    24	0.58	   6	   0.42	 1.02	0.02
chr1	  6845514	  6845525	+	   3	    58	0.52	  12	  -0.71	 0.52	0.07
chr1	  6888877	  6888877	+	   1	    13	1.00	   1	   0.00	 2.00	1.00
chr1	  7360774	  7360774	+	   1	    21	1.00	   1	   0.00	 2.00	1.00
chr1	  7831335	  7831407	+	   9	   220	0.21	  73	  -8.45	-1.01	0.05
chr1	  7867211	  7867211	+	   1	    53	1.00	   1	   0.00	 2.00	1.00
chr1	  8021723	  8021783	+	  12	   308	0.28	  61	  14.89	-1.20	0.11
chr1	  8640753	  8640763	+	   2	    28	0.50	  11	   0.00	 1.00	0.00
chr1	  8810469	  8810470	+	   2	    58	0.69	   2	   0.19	 1.11	0.11
chr1	  9294833	  9294836	+	   2	    32	0.62	   4	  -0.38	 1.05	0.05
chr1	  9352952	  9352955	+	   3	    65	0.60	   4	  -0.21	 0.64	0.14
chr1	  9599548	  9599548	+	   1	    15	1.00	   1	   0.00	 2.00	1.00
chr1	  9634839	  9634846	+	   8	  1112	0.78	   8	   2.00	 0.69	0.56
chr1	 10003533	 10003533	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
chr1	 10270626	 10270628	+	   2	    60	0.82	   3	   0.63	 1.31	0.31
chr1	 10459091	 10459133	+	  14	   490	0.28	  43	   9.20	-1.25	0.15
chr1	 10480472	 10480472	+	   1	    34	1.00	   1	   0.00	 2.00	1.00
chr1	 10535011	 10535018	+	   2	    25	0.52	   8	   0.14	 1.00	0.00
chr1	 10738540	 10738543	+	   4	   335	0.76	   4	  -0.46	 0.84	0.42
chr1	 10928890	 10928890	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	 11072708	 11072718	+	   5	    88	0.27	  11	   1.19	-0.27	0.02
chr1	 11135007	 11135009	+	   2	    23	0.52	   3	  -0.04	 1.00	0.00
chr1	 11796193	 11796199	+	   2	    31	0.61	   7	  -0.68	 1.04	0.04
chr1	 11826840	 11826841	+	   2	   227	0.94	   2	  -0.44	 1.68	0.68
chr1	 11968207	 11968211	+	   4	   312	0.47	   5	   0.75	 0.57	0.28
chr1	 11994746	 11994815	+	  24	   765	0.13	  70	  -1.13	-2.24	0.07
chr1	 12040501	 12040504	+	   3	    60	0.43	   4	   0.12	 0.45	0.02
chr1	 12243805	 12243813	+	   8	   169	0.22	   9	  -1.22	-0.87	0.04
chr1	 14075931	 14075932	+	   2	    24	0.54	   2	  -0.04	 1.01	0.01
chr1	 14285669	 14285669	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	 15122395	 15122395	+	   1	    22	1.00	   1	   0.00	 2.00	1.00
chr1	 15676742	 15676742	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	 15688010	 15688010	+	   1	    16	1.00	   1	   0.00	 2.00	1.00
chr1	 16038468	 16038468	+	   1	    19	1.00	   1	   0.00	 2.00	1.00
chr1	 16085290	 16085290	+	   1	    14	1.00	   1	   0.00	 2.00	1.00
chr1	 16252120	 16252122	+	   3	    44	0.39	   3	   0.16	 0.45	0.02
chr1	 16693735	 16693740	+	   6	   122	0.23	   6	   0.34	-0.52	0.03
chr1	 16758144	 16758150	+	   4	   144	0.44	   7	   0.05	 0.34	0.17
chr1	 16767219	 16767240	+	   3	    59	0.44	  22	   2.77	 0.45	0.02
chr1	 17086709	 17086709	+	   1	    11	1.00	   1	   0.00	 2.00	1.00
chr1	 17200204	 17200206	+	   3	   828	0.82	   3	   0.00	 1.14	0.46
chr1	 17222470	 17222479	+	  10	 25585	0.52	  10	   1.50	 0.41	0.52
chr1	 17231693	 17231699	+	   4	   109	0.43	   7	  -0.75	 0.20	0.10
chr1	 17461046	 17461046	+	   1	    28	1.00	   1	   0.00	 2.00	1.00
chr1	 17996756	 17996759	+	   2	    60	0.60	   4	   0.30	 1.03	0.03
chr1	 18186616	 18186616	+	   1	    26	1.00	   1	   0.00	 2.00	1.00
chr1	 18732811	 18732812	+	   2	    32	0.62	   2	   0.12	 1.05	0.05
chr1	 19532701	 19532702	+	   2	    20	0.50	   2	   0.00	 1.00	0.00
chr1	 19578299	 19578299	+	   1	    17	1.00	   1	   0.00	 2.00	1.00
chr1	 19638820	 19638820	+	   1	    16	1.00	   1	   0.00	 2.00	1.00
chr1	 19923484	 19923523	+	   9	   133	0.23	  40	   4.09	-1.07	0.03
chr1	 19934571	 19934582	+	   6	   127	0.47	  12	  -1.75	-0.22	0.14
chr1	 19970784	 19970836	+	  20	   769	0.18	  53	   3.33	-1.76	0.13
chr1	 19971024	 19971024	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
chr1	 20693172	 20693172	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	 20959951	 20959971	+	   2	    23	0.52	  21	   0.43	 1.00	0.00
chr1	 21835892	 21835921	+	   9	   281	0.34	  30	  10.50	-0.75	0.13
chr1	 22077476	 22077480	+	   5	    87	0.26	   5	  -0.08	-0.26	0.03
chr1	 22234546	 22234557	+	   5	   545	0.51	  12	  -1.77	 0.20	0.23
chr1	 22379172	 22379213	+	  17	   612	0.27	  42	   9.33	-1.34	0.18
chr1	 22418306	 22418310	+	   5	   277	0.60	   5	   0.10	 0.28	0.26
chr1	 23037331	 23037332	+	   2	    38	0.71	   2	   0.21	 1.13	0.13
chr1	 23345970	 23345986	+	   2	    20	0.50	  17	   0.00	 1.00	0.00
