chr1	   564460	   564472	+	  12	  1762	0.62	  13	   1.44	-0.16	0.40
chr1	   564550	   564603	+	  12	   241	0.19	  54	  -2.86	-1.40	0.05
chr1	   565014	   565015	+	   2	    38	0.71	   2	   0.21	 1.13	0.13
chr1	   565365	   565422	+	  25	   840	0.12	  58	  -9.74	-2.22	0.09
chr1	   565515	   565600	+	  34	  3119	0.29	  86	  -6.72	-1.54	0.30
chr1	   565644	   565707	+	  21	   724	0.17	  64	   9.65	-1.94	0.10
chr1	   565822	   565839	+	   9	   120	0.16	  18	  -1.80	-1.14	0.01
chr1	   565902	   565905	+	   3	    60	0.58	   4	   0.37	 0.61	0.12
chr1	   566524	   566580	+	   7	   113	0.27	  57	   0.99	-0.71	0.04
chr1	   566731	   566737	+	   4	    61	0.41	   7	  -0.93	 0.11	0.06
chr1	   566831	   566885	+	  13	  1637	0.60	  55	  -2.13	-0.07	0.44
chr1	   566935	   566961	+	   3	    98	0.55	  27	  -9.23	 0.61	0.13
chr1	   567125	   567129	+	   5	   153	0.56	   5	   0.45	 0.19	0.22
chr1	   567202	   567209	+	   3	    69	0.67	   8	  -1.62	 0.75	0.21
chr1	   567499	   567499	+	   1	    29	1.00	   1	   0.00	 2.00	1.00
chr1	   567576	   567580	+	   2	    47	0.79	   5	   1.15	 1.25	0.25
chr1	   568133	   568266	+	  53	  4731	0.14	 134	 -28.25	-2.73	0.17
chr1	   568315	   568362	+	   6	   102	0.28	  48	  -3.27	-0.45	0.05
chr1	   568471	   568472	+	   2	    41	0.59	   2	   0.09	 1.02	0.02
chr1	   568909	   569104	+	  81	 21833	0.19	 196	 -61.44	-2.58	0.28
chr1	   569157	   569180	+	  16	   895	0.40	  24	  -4.29	-1.11	0.22
chr1	   569268	   569273	+	   5	   738	0.83	   6	   0.42	 1.00	0.57
chr1	   569440	   569502	+	  19	   480	0.17	  63	  -5.66	-2.01	0.06
chr1	   569546	   569576	+	  11	   256	0.17	  31	   0.72	-1.25	0.06
chr1	   569625	   569626	+	   2	    88	0.77	   2	  -0.27	 1.23	0.23
chr1	   569726	   569806	+	  13	  2333	0.56	  81	  -8.05	-0.13	0.42
chr1	   569893	   569934	+	  10	   285	0.26	  42	  -3.71	-0.93	0.12
chr1	   569990	   569990	+	   1	    35	1.00	   1	   0.00	 2.00	1.00
chr1	   570037	   570037	+	   1	    18	1.00	   1	   0.00	 2.00	1.00
chr1	   570097	   570107	+	   6	   894	0.54	  11	  -2.42	 0.17	0.29
chr1	   570179	   570179	+	   1	    14	1.00	   1	   0.00	 2.00	1.00
chr1	   763039	   763039	+	   1	    13	1.00	   1	   0.00	 2.00	1.00
chr1	   948872	   948880	+	   8	   399	0.33	   9	  -0.52	-0.67	0.11
chr1	   955454	   955506	+	  24	   959	0.31	  53	  13.07	-1.72	0.19
chr1	   995114	   995114	+	   1	    14	1.00	   1	   0.00	 2.00	1.00
chr1	   999837	   999837	+	   1	    10	1.00	   1	   0.00	 2.00	1.00
chr1	  1243977	  1243977	+	   1	    12	1.00	   1	   0.00	 2.00	1.00
